year mon day PCx PCy phase Amp(nrm) Amp(non-nrm)
1979 03 22  0.434 -0.573 7  0.719  224.5
1979 03 23  0.537 -0.472 8  0.715  219.5
1979 03 24  0.619 -0.354 8  0.713  215.2
1979 03 25  0.676 -0.223 8  0.711  211.9
1979 03 26  0.705 -0.084 8  0.710  209.9
1979 03 27  0.706  0.058 1  0.708  209.1
1979 03 28  0.677  0.195 1  0.705  209.5
1979 03 29  0.620  0.323 1  0.699  210.5
1979 03 30  0.538  0.436 1  0.692  211.8
1979 03 31  0.434  0.529 2  0.684  212.8
1979 04 01  0.312  0.597 2  0.674  213.0
1979 04 02  0.179  0.639 2  0.663  212.1
1979 04 03  0.040  0.651 2  0.652  209.6
1979 04 04 -0.098  0.633 3  0.640  205.5
1979 04 05 -0.228  0.586 3  0.629  200.1
1979 04 06 -0.345  0.512 3  0.617  193.5
1979 04 07 -0.442  0.414 4  0.606  186.4
1979 04 08 -0.515  0.297 4  0.594  179.5
1979 04 09 -0.560  0.166 4  0.584  173.7
1979 04 10 -0.574  0.027 4  0.575  169.7
1979 04 11 -0.557 -0.112 5  0.568  168.3
1979 04 12 -0.508 -0.245 5  0.564  169.5
1979 04 13 -0.430 -0.366 5  0.565  173.1
1979 04 14 -0.326 -0.468 6  0.571  178.7
1979 04 15 -0.200 -0.546 6  0.582  185.3
1979 04 16 -0.059 -0.596 6  0.598  192.3
1979 04 17  0.091 -0.613 7  0.620  199.0
1979 04 18  0.244 -0.597 7  0.645  205.1
1979 04 19  0.391 -0.547 7  0.673  210.5
1979 04 20  0.525 -0.465 8  0.702  215.5
1979 04 21  0.641 -0.353 8  0.732  220.6
1979 04 22  0.730 -0.216 8  0.762  226.5
1979 04 23  0.790 -0.057 8  0.792  233.9
1979 04 24  0.815  0.115 1  0.823  243.5
1979 04 25  0.804  0.294 1  0.856  255.5
1979 04 26  0.756  0.473 1  0.892  270.0
1979 04 27  0.671  0.643 1  0.930  286.5
1979 04 28  0.553  0.799 2  0.971  304.3
1979 04 29  0.404  0.932 2  1.016  322.5
1979 04 30  0.230  1.037 2  1.062  340.2
1979 05 01  0.037  1.109 2  1.109  356.6
1979 05 02 -0.168  1.143 3  1.156  371.0
1979 05 03 -0.377  1.139 3  1.200  382.8
1979 05 04 -0.583  1.095 3  1.240  391.8
1979 05 05 -0.778  1.011 3  1.275  398.0
1979 05 06 -0.954  0.890 4  1.305  401.5
1979 05 07 -1.105  0.735 4  1.327  402.9
1979 05 08 -1.225  0.552 4  1.344  402.8
1979 05 09 -1.310  0.345 4  1.354  402.2
1979 05 10 -1.355  0.122 4  1.360  401.9
1979 05 11 -1.359 -0.110 5  1.364  402.7
1979 05 12 -1.321 -0.344 5  1.365  405.4
1979 05 13 -1.242 -0.573 5  1.367  410.2
1979 05 14 -1.123 -0.788 5  1.372  417.3
1979 05 15 -0.968 -0.984 6  1.380  426.3
1979 05 16 -0.781 -1.153 6  1.393  436.7
1979 05 17 -0.567 -1.292 6  1.411  447.9
1979 05 18 -0.332 -1.395 6  1.434  459.1
1979 05 19 -0.081 -1.459 6  1.461  469.8
1979 05 20  0.177 -1.482 7  1.493  479.6
1979 05 21  0.437 -1.464 7  1.528  488.3
1979 05 22  0.693 -1.405 7  1.566  495.9
1979 05 23  0.937 -1.305 7  1.607  502.6
1979 05 24  1.163 -1.169 7  1.649  509.1
1979 05 25  1.368 -0.997 8  1.693  515.7
1979 05 26  1.545 -0.797 8  1.738  523.0
1979 05 27  1.691 -0.570 8  1.784  531.7
1979 05 28  1.802 -0.325 8  1.831  542.0
1979 05 29  1.876 -0.065 8  1.877  554.1
1979 05 30  1.911  0.202 1  1.922  567.8
1979 05 31  1.907  0.471 1  1.964  582.8
1979 06 01  1.862  0.735 1  2.002  598.3
1979 06 02  1.779  0.988 1  2.035  613.8
1979 06 03  1.658  1.225 1  2.061  628.2
1979 06 04  1.502  1.440 1  2.080  640.9
1979 06 05  1.313  1.627 2  2.091  651.1
1979 06 06  1.095  1.783 2  2.092  658.1
1979 06 07  0.853  1.903 2  2.085  661.6
1979 06 08  0.591  1.984 2  2.070  661.3
1979 06 09  0.315  2.024 2  2.048  657.3
1979 06 10  0.029  2.021 2  2.021  649.8
1979 06 11 -0.259  1.974 3  1.991  639.4
1979 06 12 -0.544  1.885 3  1.961  626.9
1979 06 13 -0.819  1.753 3  1.935  613.4
1979 06 14 -1.079  1.581 3  1.914  600.0
1979 06 15 -1.316  1.373 3  1.902  588.2
1979 06 16 -1.526  1.132 4  1.900  579.3
1979 06 17 -1.704  0.864 4  1.910  574.5
1979 06 18 -1.844  0.573 4  1.931  574.6
1979 06 19 -1.944  0.266 4  1.962  580.0
1979 06 20 -2.000 -0.049 5  2.001  590.5
1979 06 21 -2.012 -0.367 5  2.045  605.4
1979 06 22 -1.979 -0.679 5  2.092  623.5
1979 06 23 -1.902 -0.978 5  2.138  643.3
1979 06 24 -1.782 -1.257 5  2.181  663.5
1979 06 25 -1.625 -1.510 5  2.218  682.4
1979 06 26 -1.433 -1.730 6  2.246  698.7
1979 06 27 -1.212 -1.912 6  2.263  711.2
1979 06 28 -0.968 -2.051 6  2.268  718.9
1979 06 29 -0.708 -2.145 6  2.259  720.9
1979 06 30 -0.438 -2.192 6  2.235  716.6
1979 07 01 -0.166 -2.189 6  2.196  705.7
1979 07 02  0.101 -2.138 7  2.141  688.3
1979 07 03  0.357 -2.041 7  2.072  664.6
1979 07 04  0.596 -1.898 7  1.990  635.3
1979 07 05  0.812 -1.715 7  1.898  601.4
1979 07 06  1.000 -1.496 7  1.800  564.4
1979 07 07  1.157 -1.246 7  1.700  526.4
1979 07 08  1.280 -0.970 8  1.606  490.0
1979 07 09  1.367 -0.676 8  1.525  458.4
1979 07 10  1.418 -0.370 8  1.465  435.0
1979 07 11  1.431 -0.059 8  1.432  422.8
1979 07 12  1.408  0.250 1  1.430  423.4
1979 07 13  1.351  0.551 1  1.459  436.3
1979 07 14  1.261  0.836 1  1.513  459.1
1979 07 15  1.141  1.100 1  1.585  488.5
1979 07 16  0.994  1.338 2  1.667  520.7
1979 07 17  0.823  1.543 2  1.749  552.6
1979 07 18  0.633  1.712 2  1.825  581.4
1979 07 19  0.425  1.841 2  1.889  605.1
1979 07 20  0.205  1.926 2  1.937  622.2
1979 07 21 -0.024  1.965 3  1.965  631.9
1979 07 22 -0.257  1.956 3  1.973  633.7
1979 07 23 -0.491  1.900 3  1.962  627.9
1979 07 24 -0.721  1.795 3  1.935  615.3
1979 07 25 -0.942  1.644 3  1.895  597.3
1979 07 26 -1.150  1.448 3  1.849  576.1
1979 07 27 -1.340  1.210 4  1.805  554.7
1979 07 28 -1.506  0.935 4  1.773  536.6
1979 07 29 -1.645  0.627 4  1.760  525.7
1979 07 30 -1.751  0.293 4  1.775  525.4
1979 07 31 -1.820 -0.060 5  1.821  537.6
1979 08 01 -1.849 -0.424 5  1.897  562.5
1979 08 02 -1.834 -0.792 5  1.997  598.2
1979 08 03 -1.773 -1.153 5  2.115  641.4
1979 08 04 -1.665 -1.500 5  2.241  688.5
1979 08 05 -1.511 -1.822 6  2.367  736.2
1979 08 06 -1.311 -2.111 6  2.485  781.4
1979 08 07 -1.071 -2.358 6  2.590  821.6
1979 08 08 -0.793 -2.557 6  2.677  855.0
1979 08 09 -0.485 -2.701 6  2.744  880.2
1979 08 10 -0.155 -2.785 6  2.789  896.7
1979 08 11  0.191 -2.806 7  2.812  904.0
1979 08 12  0.540 -2.763 7  2.815  902.6
1979 08 13  0.884 -2.656 7  2.799  893.0
1979 08 14  1.212 -2.487 7  2.767  876.3
1979 08 15  1.514 -2.263 7  2.723  853.9
1979 08 16  1.781 -1.987 7  2.668  827.4
1979 08 17  2.004 -1.669 8  2.608  798.6
1979 08 18  2.176 -1.317 8  2.543  769.3
1979 08 19  2.292 -0.941 8  2.477  741.1
1979 08 20  2.349 -0.553 8  2.413  715.7
1979 08 21  2.346 -0.161 8  2.351  694.3
1979 08 22  2.284  0.221 1  2.294  677.8
1979 08 23  2.167  0.586 1  2.244  666.7
1979 08 24  1.999  0.924 1  2.203  660.7
1979 08 25  1.790  1.227 1  2.170  659.3
1979 08 26  1.546  1.489 1  2.147  661.6
1979 08 27  1.279  1.707 2  2.133  666.2
1979 08 28  0.998  1.878 2  2.127  672.0
1979 08 29  0.714  2.002 2  2.126  677.5
1979 08 30  0.437  2.081 2  2.126  681.4
1979 08 31  0.177  2.117 2  2.124  682.7
1979 09 01 -0.059  2.115 3  2.116  680.5
1979 09 02 -0.265  2.082 3  2.099  674.1
1979 09 03 -0.434  2.024 3  2.070  663.2
1979 09 04 -0.566  1.946 3  2.027  647.8
1979 09 05 -0.660  1.858 3  1.971  628.3
1979 09 06 -0.716  1.764 3  1.904  605.3
1979 09 07 -0.740  1.670 3  1.827  579.8
1979 09 08 -0.736  1.581 3  1.744  553.0
1979 09 09 -0.710  1.501 3  1.661  526.3
1979 09 10 -0.669  1.431 3  1.580  500.9
1979 09 11 -0.622  1.372 3  1.507  478.0
1979 09 12 -0.576  1.323 3  1.443  458.1
1979 09 13 -0.537  1.281 3  1.389  441.3
1979 09 14 -0.512  1.243 3  1.344  427.3
1979 09 15 -0.506  1.204 3  1.306  415.1
1979 09 16 -0.522  1.160 3  1.272  403.7
1979 09 17 -0.562  1.106 3  1.240  392.4
1979 09 18 -0.624  1.036 3  1.210  380.7
1979 09 19 -0.707  0.946 3  1.181  369.1
1979 09 20 -0.807  0.833 3  1.160  358.5
1979 09 21 -0.918  0.694 4  1.151  351.0
1979 09 22 -1.034  0.527 4  1.160  349.1
1979 09 23 -1.146  0.334 4  1.194  355.0
1979 09 24 -1.248  0.115 4  1.254  370.3
1979 09 25 -1.332 -0.125 5  1.338  395.1
1979 09 26 -1.389 -0.383 5  1.441  428.2
1979 09 27 -1.415 -0.652 5  1.558  467.3
1979 09 28 -1.403 -0.924 5  1.680  509.8
1979 09 29 -1.351 -1.193 5  1.802  553.3
1979 09 30 -1.256 -1.450 6  1.918  595.7
1979 10 01 -1.120 -1.687 6  2.025  635.2
1979 10 02 -0.943 -1.896 6  2.117  670.2
1979 10 03 -0.730 -2.070 6  2.195  699.7
1979 10 04 -0.488 -2.203 6  2.257  723.0
1979 10 05 -0.223 -2.291 6  2.302  739.7
1979 10 06  0.057 -2.330 7  2.331  749.4
1979 10 07  0.343 -2.318 7  2.344  752.4
1979 10 08  0.624 -2.257 7  2.341  748.7
1979 10 09  0.891 -2.147 7  2.325  738.9
1979 10 10  1.137 -1.993 7  2.294  723.4
1979 10 11  1.352 -1.799 7  2.251  702.9
1979 10 12  1.530 -1.573 7  2.194  678.1
1979 10 13  1.666 -1.320 8  2.126  649.7
1979 10 14  1.756 -1.051 8  2.047  618.8
1979 10 15  1.799 -0.772 8  1.958  586.2
1979 10 16  1.795 -0.493 8  1.861  553.0
1979 10 17  1.745 -0.222 8  1.759  520.0
1979 10 18  1.654  0.034 1  1.654  488.2
1979 10 19  1.526  0.268 1  1.549  458.5
1979 10 20  1.367  0.474 1  1.447  431.4
1979 10 21  1.186  0.648 1  1.351  407.2
1979 10 22  0.988  0.786 1  1.263  386.0
1979 10 23  0.783  0.888 2  1.184  367.5
1979 10 24  0.578  0.954 2  1.115  351.0
1979 10 25  0.379  0.984 2  1.055  335.7
1979 10 26  0.194  0.982 2  1.001  320.8
1979 10 27  0.028  0.950 2  0.951  305.7
1979 10 28 -0.116  0.894 3  0.902  289.6
1979 10 29 -0.234  0.819 3  0.852  272.3
1979 10 30 -0.325  0.730 3  0.799  253.7
1979 10 31 -0.389  0.634 3  0.744  233.9
1979 11 01 -0.427  0.535 3  0.684  213.2
1979 11 02 -0.442  0.439 4  0.623  192.1
1979 11 03 -0.436  0.350 4  0.559  171.0
1979 11 04 -0.413  0.274 4  0.496  150.5
1979 11 05 -0.379  0.213 4  0.435  131.2
1979 11 06 -0.338  0.168 4  0.378  113.5
1979 11 07 -0.295  0.142 4  0.327   98.3
1979 11 08 -0.253  0.135 4  0.287   86.5
1979 11 09 -0.219  0.146 4  0.263   79.7
1979 11 10 -0.193  0.172 4  0.259   79.6
1979 11 11 -0.181  0.213 3  0.279   86.8
1979 11 12 -0.183  0.264 3  0.321  100.5
1979 11 13 -0.199  0.322 3  0.379  119.1
1979 11 14 -0.231  0.383 3  0.448  140.8
1979 11 15 -0.278  0.443 3  0.523  164.5
1979 11 16 -0.336  0.499 3  0.602  188.7
1979 11 17 -0.404  0.547 3  0.680  212.4
1979 11 18 -0.479  0.582 3  0.754  234.7
1979 11 19 -0.558  0.604 3  0.822  254.5
1979 11 20 -0.636  0.608 4  0.880  271.2
1979 11 21 -0.711  0.595 4  0.927  284.0
1979 11 22 -0.778  0.563 4  0.961  292.5
1979 11 23 -0.835  0.513 4  0.980  296.5
1979 11 24 -0.878  0.445 4  0.984  296.1
1979 11 25 -0.906  0.360 4  0.975  291.5
1979 11 26 -0.917  0.262 4  0.953  283.3
1979 11 27 -0.909  0.152 4  0.921  272.6
1979 11 28 -0.882  0.033 4  0.883  260.6
1979 11 29 -0.837 -0.091 5  0.842  248.8
1979 11 30 -0.775 -0.217 5  0.805  239.1
1979 12 01 -0.696 -0.342 5  0.775  232.9
1979 12 02 -0.603 -0.461 5  0.759  231.7
1979 12 03 -0.497 -0.573 6  0.759  235.7
1979 12 04 -0.382 -0.675 6  0.776  244.7
1979 12 05 -0.260 -0.764 6  0.807  257.3
1979 12 06 -0.132 -0.838 6  0.848  272.2
1979 12 07 -0.003 -0.895 6  0.895  287.9
1979 12 08  0.126 -0.936 7  0.944  303.2
1979 12 09  0.252 -0.958 7  0.991  317.0
1979 12 10  0.373 -0.963 7  1.033  328.8
1979 12 11  0.487 -0.951 7  1.069  337.9
1979 12 12  0.593 -0.922 7  1.096  344.4
1979 12 13  0.689 -0.878 7  1.116  348.0
1979 12 14  0.773 -0.820 7  1.127  348.8
1979 12 15  0.846 -0.750 8  1.130  347.1
1979 12 16  0.904 -0.670 8  1.125  343.0
1979 12 17  0.950 -0.581 8  1.113  336.8
1979 12 18  0.980 -0.486 8  1.094  328.8
1979 12 19  0.996 -0.387 8  1.069  319.2
1979 12 20  0.997 -0.286 8  1.037  308.2
1979 12 21  0.983 -0.184 8  1.000  296.0
1979 12 22  0.954 -0.084 8  0.957  282.8
1979 12 23  0.910  0.012 1  0.910  268.6
1979 12 24  0.852  0.104 1  0.859  253.8
1979 12 25  0.782  0.189 1  0.804  238.6
1979 12 26  0.699  0.266 1  0.748  223.4
1979 12 27  0.606  0.335 1  0.692  208.8
1979 12 28  0.504  0.394 1  0.640  195.3
1979 12 29  0.395  0.442 2  0.593  183.9
1979 12 30  0.281  0.480 2  0.557  175.3
1979 12 31  0.164  0.508 2  0.534  170.3
1980 01 01  0.048  0.524 2  0.526  169.2
1980 01 02 -0.067  0.531 3  0.535  171.8
1980 01 03 -0.177  0.527 3  0.556  177.4
1980 01 04 -0.279  0.515 3  0.586  185.0
1980 01 05 -0.372  0.495 3  0.619  193.4
1980 01 06 -0.453  0.468 3  0.652  201.5
1980 01 07 -0.521  0.437 4  0.680  208.3
1980 01 08 -0.575  0.401 4  0.701  213.1
1980 01 09 -0.613  0.363 4  0.713  215.4
1980 01 10 -0.636  0.325 4  0.714  214.8
1980 01 11 -0.643  0.287 4  0.704  211.0
1980 01 12 -0.635  0.251 4  0.683  204.1
1980 01 13 -0.613  0.219 4  0.651  194.2
1980 01 14 -0.579  0.190 4  0.610  181.6
1980 01 15 -0.535  0.167 4  0.560  166.7
1980 01 16 -0.482  0.148 4  0.504  150.0
1980 01 17 -0.423  0.135 4  0.444  132.1
1980 01 18 -0.360  0.128 4  0.382  113.8
1980 01 19 -0.295  0.125 4  0.320   95.9
1980 01 20 -0.231  0.126 4  0.263   79.3
1980 01 21 -0.170  0.130 4  0.214   65.3
1980 01 22 -0.114  0.135 3  0.177   55.0
1980 01 23 -0.064  0.142 3  0.155   49.3
1980 01 24 -0.020  0.147 3  0.149   47.8
1980 01 25  0.015  0.151 2  0.152   48.8
1980 01 26  0.043  0.151 2  0.157   50.2
1980 01 27  0.062  0.147 2  0.159   50.7
1980 01 28  0.074  0.137 2  0.156   49.2
1980 01 29  0.079  0.122 2  0.145   45.5
1980 01 30  0.077  0.099 2  0.126   39.3
1980 01 31  0.072  0.071 1  0.101   31.0
1980 02 01  0.062  0.035 1  0.072   21.7
1980 02 02  0.051 -0.005 8  0.051   15.2
1980 02 03  0.039 -0.051 7  0.064   20.1
1980 02 04  0.028 -0.100 7  0.104   33.3
1980 02 05  0.018 -0.152 7  0.153   49.2
1980 02 06  0.011 -0.204 7  0.205   65.8
1980 02 07  0.007 -0.255 7  0.255   82.1
1980 02 08  0.007 -0.303 7  0.303   97.6
1980 02 09  0.012 -0.347 7  0.347  111.5
1980 02 10  0.021 -0.383 7  0.384  123.4
1980 02 11  0.034 -0.411 7  0.413  132.7
1980 02 12  0.051 -0.430 7  0.433  139.1
1980 02 13  0.071 -0.438 7  0.443  142.3
1980 02 14  0.094 -0.433 7  0.443  142.1
1980 02 15  0.118 -0.417 7  0.433  138.4
1980 02 16  0.142 -0.387 7  0.412  131.4
1980 02 17  0.166 -0.345 7  0.383  121.3
1980 02 18  0.189 -0.291 7  0.347  108.9
1980 02 19  0.209 -0.225 7  0.307   95.2
1980 02 20  0.226 -0.150 8  0.271   82.2
1980 02 21  0.238 -0.065 8  0.247   73.3
1980 02 22  0.245  0.025 1  0.246   72.7
1980 02 23  0.246  0.121 1  0.274   82.2
1980 02 24  0.239  0.219 1  0.324   99.7
1980 02 25  0.226  0.317 2  0.389  121.7
1980 02 26  0.205  0.412 2  0.460  145.5
1980 02 27  0.176  0.501 2  0.531  169.4
1980 02 28  0.139  0.583 2  0.600  192.0
1980 02 29  0.094  0.655 2  0.662  212.4
1980 03 01  0.042  0.714 2  0.715  229.8
1980 03 02 -0.016  0.757 3  0.758  243.6
1980 03 03 -0.081  0.784 3  0.788  253.3
1980 03 04 -0.149  0.792 3  0.806  258.6
1980 03 05 -0.221  0.781 3  0.812  259.5
1980 03 06 -0.294  0.749 3  0.804  255.9
1980 03 07 -0.367  0.695 3  0.786  248.4
1980 03 08 -0.436  0.621 3  0.759  237.7
1980 03 09 -0.501  0.527 3  0.727  224.9
1980 03 10 -0.557  0.415 4  0.695  211.7
1980 03 11 -0.604  0.285 4  0.668  200.5
1980 03 12 -0.638  0.141 4  0.654  193.7
1980 03 13 -0.657 -0.014 5  0.658  194.1
1980 03 14 -0.660 -0.177 5  0.683  202.9
1980 03 15 -0.644 -0.343 5  0.730  219.8
1980 03 16 -0.609 -0.509 5  0.793  243.0
1980 03 17 -0.553 -0.670 6  0.868  270.2
1980 03 18 -0.477 -0.821 6  0.949  299.1
1980 03 19 -0.381 -0.958 6  1.031  327.9
1980 03 20 -0.268 -1.076 6  1.108  354.8
1980 03 21 -0.138 -1.171 6  1.179  378.7
1980 03 22  0.004 -1.240 7  1.240  398.6
1980 03 23  0.155 -1.279 7  1.289  413.9
1980 03 24  0.311 -1.288 7  1.325  424.2
1980 03 25  0.467 -1.264 7  1.348  429.4
1980 03 26  0.618 -1.209 7  1.358  429.4
1980 03 27  0.758 -1.122 7  1.354  424.6
1980 03 28  0.883 -1.006 7  1.339  415.5
1980 03 29  0.988 -0.864 8  1.313  402.9
1980 03 30  1.068 -0.701 8  1.277  387.5
1980 03 31  1.119 -0.522 8  1.235  370.5
1980 04 01  1.140 -0.331 8  1.187  352.8
1980 04 02  1.127 -0.135 8  1.136  335.6
1980 04 03  1.082  0.058 1  1.084  320.0
1980 04 04  1.005  0.244 1  1.034  306.9
1980 04 05  0.898  0.416 1  0.990  296.9
1980 04 06  0.764  0.569 1  0.953  290.4
1980 04 07  0.608  0.698 2  0.925  287.3
1980 04 08  0.435  0.799 2  0.909  287.2
1980 04 09  0.251  0.870 2  0.905  289.3
1980 04 10  0.063  0.909 2  0.911  292.9
1980 04 11 -0.123  0.917 3  0.925  297.1
1980 04 12 -0.300  0.895 3  0.944  301.2
1980 04 13 -0.462  0.846 3  0.964  304.5
1980 04 14 -0.605  0.774 3  0.982  306.2
1980 04 15 -0.723  0.682 4  0.994  306.0
1980 04 16 -0.813  0.577 4  0.997  303.3
1980 04 17 -0.873  0.464 4  0.989  297.8
1980 04 18 -0.904  0.348 4  0.969  289.3
1980 04 19 -0.905  0.235 4  0.935  277.7
1980 04 20 -0.879  0.130 4  0.889  262.9
1980 04 21 -0.829  0.038 4  0.830  245.0
1980 04 22 -0.759 -0.038 5  0.760  224.3
1980 04 23 -0.673 -0.097 5  0.680  201.2
1980 04 24 -0.578 -0.136 5  0.593  176.0
1980 04 25 -0.477 -0.156 5  0.502  149.5
1980 04 26 -0.376 -0.159 5  0.408  122.2
1980 04 27 -0.280 -0.145 5  0.316   95.0
1980 04 28 -0.193 -0.120 5  0.227   68.7
1980 04 29 -0.117 -0.085 5  0.144   44.0
1980 04 30 -0.053 -0.046 5  0.070   21.6
1980 05 01 -0.004 -0.007 6  0.008    2.4
1980 05 02  0.032  0.029 1  0.043   13.3
1980 05 03  0.056  0.057 2  0.080   24.8
1980 05 04  0.071  0.075 2  0.103   32.0
1980 05 05  0.080  0.080 2  0.113   34.9
1980 05 06  0.086  0.072 1  0.112   34.3
1980 05 07  0.094  0.050 1  0.106   31.9
1980 05 08  0.106  0.015 1  0.107   31.7
1980 05 09  0.127 -0.030 8  0.131   38.7
1980 05 10  0.159 -0.083 8  0.179   54.0
1980 05 11  0.204 -0.139 8  0.247   75.0
1980 05 12  0.263 -0.194 8  0.327   99.7
1980 05 13  0.336 -0.245 8  0.415  126.5
1980 05 14  0.420 -0.286 8  0.508  154.3
1980 05 15  0.514 -0.313 8  0.602  182.0
1980 05 16  0.613 -0.323 8  0.693  208.8
1980 05 17  0.714 -0.314 8  0.780  233.7
1980 05 18  0.811 -0.283 8  0.859  256.1
1980 05 19  0.899 -0.231 8  0.928  275.5
1980 05 20  0.972 -0.157 8  0.985  291.4
1980 05 21  1.026 -0.065 8  1.029  303.7
1980 05 22  1.057  0.044 1  1.058  312.3
1980 05 23  1.061  0.166 1  1.074  317.6
1980 05 24  1.035  0.295 1  1.076  319.9
1980 05 25  0.979  0.426 1  1.068  319.8
1980 05 26  0.893  0.554 1  1.051  318.3
1980 05 27  0.779  0.674 1  1.031  316.2
1980 05 28  0.640  0.781 2  1.010  314.4
1980 05 29  0.481  0.870 2  0.994  313.6
1980 05 30  0.305  0.937 2  0.986  314.6
1980 05 31  0.119  0.981 2  0.988  317.4
1980 06 01 -0.070  0.999 3  1.001  321.9
1980 06 02 -0.256  0.991 3  1.024  327.6
1980 06 03 -0.434  0.959 3  1.052  333.8
1980 06 04 -0.597  0.903 3  1.083  339.7
1980 06 05 -0.741  0.827 3  1.111  344.5
1980 06 06 -0.862  0.735 4  1.133  347.4
1980 06 07 -0.957  0.631 4  1.146  347.8
1980 06 08 -1.025  0.519 4  1.149  345.5
1980 06 09 -1.066  0.403 4  1.140  340.4
1980 06 10 -1.081  0.288 4  1.119  332.3
1980 06 11 -1.073  0.177 4  1.087  321.7
1980 06 12 -1.044  0.074 4  1.046  308.9
1980 06 13 -0.998 -0.019 5  0.998  294.6
1980 06 14 -0.940 -0.101 5  0.945  279.3
1980 06 15 -0.874 -0.171 5  0.891  263.9
1980 06 16 -0.806 -0.230 5  0.838  249.1
1980 06 17 -0.738 -0.280 5  0.789  235.6
1980 06 18 -0.674 -0.321 5  0.746  224.0
1980 06 19 -0.617 -0.356 5  0.712  215.2
1980 06 20 -0.569 -0.389 5  0.689  209.3
1980 06 21 -0.530 -0.422 5  0.677  207.0
1980 06 22 -0.500 -0.457 5  0.677  208.3
1980 06 23 -0.479 -0.497 6  0.690  213.3
1980 06 24 -0.463 -0.544 6  0.714  222.0
1980 06 25 -0.451 -0.599 6  0.750  234.1
1980 06 26 -0.439 -0.662 6  0.794  249.2
1980 06 27 -0.424 -0.733 6  0.847  266.8
1980 06 28 -0.403 -0.810 6  0.905  286.3
1980 06 29 -0.373 -0.891 6  0.966  307.0
1980 06 30 -0.331 -0.974 6  1.029  328.1
1980 07 01 -0.274 -1.055 6  1.091  348.9
1980 07 02 -0.203 -1.131 6  1.149  368.6
1980 07 03 -0.116 -1.197 6  1.203  386.5
1980 07 04 -0.015 -1.250 6  1.250  402.0
1980 07 05  0.100 -1.286 7  1.290  414.6
1980 07 06  0.227 -1.302 7  1.322  424.0
1980 07 07  0.361 -1.295 7  1.345  429.9
1980 07 08  0.499 -1.264 7  1.359  432.4
1980 07 09  0.637 -1.208 7  1.365  431.5
1980 07 10  0.771 -1.126 7  1.365  427.6
1980 07 11  0.896 -1.019 7  1.357  421.2
1980 07 12  1.008 -0.890 8  1.345  412.8
1980 07 13  1.103 -0.740 8  1.328  403.3
1980 07 14  1.177 -0.574 8  1.310  393.4
1980 07 15  1.228 -0.394 8  1.290  384.1
1980 07 16  1.254 -0.206 8  1.271  376.0
1980 07 17  1.253 -0.013 8  1.253  369.9
1980 07 18  1.225  0.179 1  1.238  366.2
1980 07 19  1.171  0.365 1  1.227  365.2
1980 07 20  1.093  0.542 1  1.220  366.7
1980 07 21  0.992  0.706 1  1.218  370.5
1980 07 22  0.872  0.852 1  1.219  375.8
1980 07 23  0.735  0.978 2  1.224  382.1
1980 07 24  0.587  1.081 2  1.231  388.6
1980 07 25  0.431  1.161 2  1.239  394.5
1980 07 26  0.272  1.216 2  1.246  399.2
1980 07 27  0.114  1.246 2  1.251  402.1
1980 07 28 -0.039  1.252 3  1.252  402.7
1980 07 29 -0.183  1.235 3  1.248  400.7
1980 07 30 -0.314  1.197 3  1.237  395.8
1980 07 31 -0.429  1.140 3  1.218  388.0
1980 08 01 -0.526  1.068 3  1.191  377.0
1980 08 02 -0.603  0.984 3  1.154  363.1
1980 08 03 -0.659  0.891 3  1.108  346.3
1980 08 04 -0.694  0.792 3  1.053  326.9
1980 08 05 -0.709  0.691 4  0.990  305.4
1980 08 06 -0.705  0.593 4  0.921  282.1
1980 08 07 -0.683  0.498 4  0.846  257.6
1980 08 08 -0.648  0.411 4  0.767  232.4
1980 08 09 -0.601  0.334 4  0.688  207.4
1980 08 10 -0.547  0.268 4  0.609  183.1
1980 08 11 -0.491  0.214 4  0.535  160.4
1980 08 12 -0.435  0.173 4  0.468  139.9
1980 08 13 -0.384  0.145 4  0.410  122.4
1980 08 14 -0.341  0.127 4  0.364  108.8
1980 08 15 -0.311  0.119 4  0.333   99.5
1980 08 16 -0.295  0.118 4  0.318   95.0
1980 08 17 -0.295  0.121 4  0.319   95.5
1980 08 18 -0.313  0.125 4  0.337  100.7
1980 08 19 -0.347  0.127 4  0.369  110.2
1980 08 20 -0.397  0.122 4  0.415  123.5
1980 08 21 -0.460  0.107 4  0.472  140.1
1980 08 22 -0.533  0.081 4  0.539  159.5
1980 08 23 -0.612  0.040 4  0.614  181.2
1980 08 24 -0.692 -0.018 5  0.692  204.4
1980 08 25 -0.768 -0.093 5  0.773  228.5
1980 08 26 -0.833 -0.184 5  0.853  252.8
1980 08 27 -0.883 -0.291 5  0.929  276.8
1980 08 28 -0.912 -0.411 5  1.000  299.8
1980 08 29 -0.916 -0.541 5  1.064  321.5
1980 08 30 -0.891 -0.677 5  1.119  341.5
1980 08 31 -0.836 -0.814 5  1.167  359.8
1980 09 01 -0.749 -0.947 6  1.207  376.3
1980 09 02 -0.630 -1.070 6  1.242  391.2
1980 09 03 -0.482 -1.178 6  1.273  404.6
1980 09 04 -0.308 -1.265 6  1.302  416.9
1980 09 05 -0.113 -1.327 6  1.332  428.2
1980 09 06  0.098 -1.361 7  1.364  438.6
1980 09 07  0.317 -1.363 7  1.399  448.0
1980 09 08  0.536 -1.331 7  1.435  456.5
