year mon day PCx PCy phase Amp(nrm) Amp(non-nrm)
1986 05 20  0.591 -0.967 7  1.134  356.6
1986 05 21  0.828 -0.944 7  1.256  389.7
1986 05 22  1.055 -0.881 8  1.375  421.0
1986 05 23  1.266 -0.779 8  1.487  449.9
1986 05 24  1.453 -0.642 8  1.589  476.0
1986 05 25  1.611 -0.472 8  1.679  499.3
1986 05 26  1.734 -0.275 8  1.756  519.5
1986 05 27  1.817 -0.057 8  1.818  536.7
1986 05 28  1.857  0.174 1  1.865  551.0
1986 05 29  1.851  0.413 1  1.896  562.1
1986 05 30  1.797  0.650 1  1.911  570.2
1986 05 31  1.697  0.878 1  1.911  575.0
1986 06 01  1.551  1.089 1  1.895  576.4
1986 06 02  1.362  1.275 1  1.866  574.3
1986 06 03  1.135  1.430 2  1.826  569.0
1986 06 04  0.874  1.548 2  1.778  560.8
1986 06 05  0.585  1.624 2  1.727  550.2
1986 06 06  0.277  1.654 2  1.677  538.3
1986 06 07 -0.044  1.637 3  1.637  526.5
1986 06 08 -0.369  1.570 3  1.613  516.6
1986 06 09 -0.690  1.456 3  1.611  510.5
1986 06 10 -0.997  1.296 3  1.635  510.2
1986 06 11 -1.283  1.094 4  1.686  516.9
1986 06 12 -1.539  0.856 4  1.761  531.0
1986 06 13 -1.757  0.587 4  1.853  552.0
1986 06 14 -1.933  0.295 4  1.955  578.4
1986 06 15 -2.060 -0.011 5  2.060  607.9
1986 06 16 -2.134 -0.322 5  2.158  638.3
1986 06 17 -2.153 -0.630 5  2.243  667.0
1986 06 18 -2.116 -0.925 5  2.310  691.9
1986 06 19 -2.025 -1.198 5  2.353  711.2
1986 06 20 -1.882 -1.441 5  2.371  723.5
1986 06 21 -1.692 -1.646 5  2.360  727.7
1986 06 22 -1.460 -1.807 6  2.323  723.4
1986 06 23 -1.194 -1.919 6  2.260  710.6
1986 06 24 -0.902 -1.979 6  2.175  689.9
1986 06 25 -0.594 -1.986 6  2.073  662.2
1986 06 26 -0.280 -1.939 6  1.959  629.1
1986 06 27  0.031 -1.842 7  1.842  592.3
1986 06 28  0.329 -1.697 7  1.729  554.3
1986 06 29  0.604 -1.511 7  1.627  517.5
1986 06 30  0.848 -1.289 7  1.543  484.3
1986 07 01  1.054 -1.041 8  1.482  457.1
1986 07 02  1.217 -0.775 8  1.443  437.2
1986 07 03  1.333 -0.499 8  1.423  424.9
1986 07 04  1.400 -0.224 8  1.418  419.4
1986 07 05  1.418  0.042 1  1.419  418.9
1986 07 06  1.391  0.291 1  1.421  421.0
1986 07 07  1.320  0.515 1  1.418  423.5
1986 07 08  1.213  0.709 1  1.405  424.6
1986 07 09  1.076  0.868 1  1.382  422.8
1986 07 10  0.915  0.989 2  1.348  417.4
1986 07 11  0.741  1.071 2  1.302  408.0
1986 07 12  0.560  1.115 2  1.247  394.7
1986 07 13  0.380  1.121 2  1.184  377.6
1986 07 14  0.210  1.095 2  1.115  357.4
1986 07 15  0.056  1.039 2  1.041  334.6
1986 07 16 -0.079  0.961 3  0.964  309.8
1986 07 17 -0.190  0.865 3  0.885  283.7
1986 07 18 -0.275  0.758 3  0.806  256.8
1986 07 19 -0.334  0.646 3  0.727  229.9
1986 07 20 -0.369  0.534 3  0.649  203.3
1986 07 21 -0.382  0.428 3  0.574  177.9
1986 07 22 -0.378  0.331 4  0.503  154.2
1986 07 23 -0.362  0.246 4  0.438  132.9
1986 07 24 -0.340  0.174 4  0.381  114.8
1986 07 25 -0.316  0.116 4  0.336  100.4
1986 07 26 -0.297  0.070 4  0.305   90.5
1986 07 27 -0.288  0.036 4  0.290   85.7
1986 07 28 -0.292  0.009 4  0.292   86.3
1986 07 29 -0.313 -0.014 5  0.313   92.5
1986 07 30 -0.352 -0.037 5  0.354  104.5
1986 07 31 -0.408 -0.063 5  0.413  122.1
1986 08 01 -0.480 -0.097 5  0.490  145.0
1986 08 02 -0.564 -0.141 5  0.582  172.7
1986 08 03 -0.657 -0.198 5  0.686  204.0
1986 08 04 -0.751 -0.270 5  0.798  238.0
1986 08 05 -0.840 -0.356 5  0.913  273.2
1986 08 06 -0.918 -0.455 5  1.025  308.1
1986 08 07 -0.978 -0.565 5  1.129  341.1
1986 08 08 -1.012 -0.683 5  1.221  370.7
1986 08 09 -1.015 -0.804 5  1.294  395.5
1986 08 10 -0.982 -0.922 5  1.346  414.5
1986 08 11 -0.910 -1.031 6  1.375  426.7
1986 08 12 -0.798 -1.126 6  1.380  431.9
1986 08 13 -0.647 -1.199 6  1.363  430.3
1986 08 14 -0.459 -1.246 6  1.328  423.0
1986 08 15 -0.238 -1.261 6  1.284  411.6
1986 08 16  0.009 -1.241 7  1.241  399.0
1986 08 17  0.273 -1.182 7  1.213  388.6
1986 08 18  0.547 -1.084 7  1.214  384.1
1986 08 19  0.819 -0.947 7  1.252  388.9
1986 08 20  1.080 -0.774 8  1.329  404.5
1986 08 21  1.319 -0.569 8  1.437  430.3
1986 08 22  1.528 -0.337 8  1.564  463.7
1986 08 23  1.696 -0.085 8  1.698  501.3
1986 08 24  1.817  0.178 1  1.825  539.2
1986 08 25  1.885  0.444 1  1.936  574.3
1986 08 26  1.897  0.704 1  2.023  603.9
1986 08 27  1.851  0.948 1  2.080  625.8
1986 08 28  1.750  1.168 1  2.104  638.5
1986 08 29  1.595  1.355 1  2.093  641.4
1986 08 30  1.393  1.502 2  2.048  634.3
1986 08 31  1.151  1.604 2  1.974  617.5
1986 09 01  0.877  1.656 2  1.874  592.3
1986 09 02  0.583  1.658 2  1.757  560.2
1986 09 03  0.279  1.608 2  1.632  523.6
1986 09 04 -0.025  1.509 3  1.509  485.2
1986 09 05 -0.316  1.364 3  1.400  448.4
1986 09 06 -0.585  1.179 3  1.316  416.5
1986 09 07 -0.822  0.960 3  1.264  392.8
1986 09 08 -1.020  0.717 4  1.247  379.3
1986 09 09 -1.172  0.458 4  1.259  376.1
1986 09 10 -1.275  0.193 4  1.290  381.4
1986 09 11 -1.326 -0.068 5  1.328  392.1
1986 09 12 -1.326 -0.316 5  1.364  404.5
1986 09 13 -1.278 -0.542 5  1.388  415.6
1986 09 14 -1.185 -0.739 5  1.397  422.9
1986 09 15 -1.054 -0.899 5  1.385  424.7
1986 09 16 -0.893 -1.017 6  1.354  420.1
1986 09 17 -0.710 -1.092 6  1.302  408.9
1986 09 18 -0.513 -1.121 6  1.233  391.0
1986 09 19 -0.314 -1.105 6  1.149  367.3
1986 09 20 -0.120 -1.047 6  1.054  338.5
1986 09 21  0.060 -0.951 7  0.953  306.2
1986 09 22  0.218 -0.822 7  0.850  271.9
1986 09 23  0.348 -0.667 7  0.752  237.8
1986 09 24  0.445 -0.494 7  0.665  206.3
1986 09 25  0.507 -0.312 8  0.596  180.3
1986 09 26  0.533 -0.129 8  0.549  162.7
1986 09 27  0.524  0.048 1  0.526  155.3
1986 09 28  0.482  0.209 1  0.525  157.2
1986 09 29  0.411  0.349 1  0.539  165.3
1986 09 30  0.317  0.462 2  0.560  175.6
1986 10 01  0.208  0.543 2  0.582  185.1
1986 10 02  0.090  0.591 2  0.597  191.7
1986 10 03 -0.029  0.603 3  0.604  194.1
1986 10 04 -0.142  0.581 3  0.598  191.5
1986 10 05 -0.239  0.528 3  0.580  183.9
1986 10 06 -0.317  0.447 3  0.548  171.5
1986 10 07 -0.368  0.344 4  0.504  155.0
1986 10 08 -0.388  0.226 4  0.449  135.7
1986 10 09 -0.377  0.099 4  0.390  115.7
1986 10 10 -0.332 -0.028 5  0.333   98.4
1986 10 11 -0.255 -0.148 5  0.295   89.2
1986 10 12 -0.150 -0.254 6  0.295   92.8
1986 10 13 -0.020 -0.338 6  0.339  108.9
1986 10 14  0.128 -0.395 7  0.416  132.7
1986 10 15  0.287 -0.422 7  0.510  159.8
1986 10 16  0.449 -0.414 8  0.610  187.7
1986 10 17  0.605 -0.371 8  0.710  214.7
1986 10 18  0.747 -0.294 8  0.803  239.9
1986 10 19  0.868 -0.184 8  0.887  262.9
1986 10 20  0.959 -0.047 8  0.960  283.4
1986 10 21  1.015  0.113 1  1.021  301.7
1986 10 22  1.030  0.289 1  1.070  318.0
1986 10 23  1.004  0.473 1  1.109  332.9
1986 10 24  0.933  0.656 1  1.141  347.0
1986 10 25  0.820  0.832 2  1.168  360.7
1986 10 26  0.667  0.990 2  1.194  374.4
1986 10 27  0.479  1.125 2  1.223  388.4
1986 10 28  0.263  1.229 2  1.257  402.7
1986 10 29  0.027  1.296 2  1.296  416.9
1986 10 30 -0.222  1.324 3  1.342  430.7
1986 10 31 -0.473  1.309 3  1.392  443.5
1986 11 01 -0.717  1.252 3  1.442  454.7
1986 11 02 -0.944  1.153 3  1.490  463.8
1986 11 03 -1.147  1.016 4  1.532  470.4
1986 11 04 -1.317  0.845 4  1.564  474.2
1986 11 05 -1.448  0.646 4  1.585  475.1
1986 11 06 -1.535  0.426 4  1.593  473.4
1986 11 07 -1.576  0.193 4  1.588  469.2
1986 11 08 -1.569 -0.044 5  1.569  463.3
1986 11 09 -1.515 -0.279 5  1.540  456.1
1986 11 10 -1.417 -0.503 5  1.504  448.5
1986 11 11 -1.279 -0.709 5  1.463  441.1
1986 11 12 -1.108 -0.891 5  1.421  434.7
1986 11 13 -0.909 -1.043 6  1.383  429.5
1986 11 14 -0.691 -1.163 6  1.352  425.8
1986 11 15 -0.461 -1.247 6  1.329  423.4
1986 11 16 -0.228 -1.295 6  1.315  421.9
1986 11 17 -0.000 -1.308 6  1.308  420.7
1986 11 18  0.215 -1.288 7  1.305  418.9
1986 11 19  0.412 -1.237 7  1.304  415.9
1986 11 20  0.585 -1.160 7  1.299  410.9
1986 11 21  0.729 -1.061 7  1.287  403.4
1986 11 22  0.841 -0.947 7  1.267  392.9
1986 11 23  0.921 -0.822 8  1.234  379.1
1986 11 24  0.968 -0.692 8  1.190  362.1
1986 11 25  0.983 -0.562 8  1.132  341.8
1986 11 26  0.968 -0.437 8  1.063  318.5
1986 11 27  0.927 -0.322 8  0.982  292.6
1986 11 28  0.864 -0.218 8  0.891  264.6
1986 11 29  0.783 -0.130 8  0.794  234.8
1986 11 30  0.688 -0.058 8  0.691  204.1
1986 12 01  0.586 -0.003 8  0.586  172.9
1986 12 02  0.479  0.035 1  0.480  141.9
1986 12 03  0.373  0.057 1  0.378  111.7
1986 12 04  0.272  0.064 1  0.280   83.0
1986 12 05  0.179  0.060 1  0.189   56.2
1986 12 06  0.097  0.045 1  0.107   32.0
1986 12 07  0.026  0.024 1  0.036   10.9
1986 12 08 -0.030 -0.002 5  0.030    8.8
1986 12 09 -0.072 -0.030 5  0.077   23.2
1986 12 10 -0.099 -0.056 5  0.114   34.4
1986 12 11 -0.113 -0.080 5  0.138   42.0
1986 12 12 -0.114 -0.099 5  0.151   46.2
1986 12 13 -0.104 -0.111 6  0.152   47.0
1986 12 14 -0.084 -0.116 6  0.143   44.7
1986 12 15 -0.056 -0.113 6  0.126   39.9
1986 12 16 -0.023 -0.102 6  0.105   33.5
1986 12 17  0.014 -0.083 7  0.084   27.1
1986 12 18  0.053 -0.058 7  0.078   24.2
1986 12 19  0.093 -0.025 8  0.096   28.5
1986 12 20  0.131  0.012 1  0.132   38.9
1986 12 21  0.167  0.053 1  0.176   52.3
1986 12 22  0.200  0.098 1  0.223   66.9
1986 12 23  0.229  0.143 1  0.270   81.7
1986 12 24  0.252  0.190 1  0.316   96.2
1986 12 25  0.270  0.235 1  0.358  109.9
1986 12 26  0.282  0.279 1  0.397  122.4
1986 12 27  0.288  0.320 2  0.431  133.5
1986 12 28  0.287  0.358 2  0.459  142.9
1986 12 29  0.280  0.392 2  0.481  150.7
1986 12 30  0.267  0.421 2  0.498  156.5
1986 12 31  0.247  0.445 2  0.509  160.6
1987 01 01  0.222  0.464 2  0.514  162.9
1987 01 02  0.190  0.478 2  0.514  163.6
1987 01 03  0.154  0.487 2  0.510  162.9
1987 01 04  0.113  0.490 2  0.503  161.1
1987 01 05  0.069  0.488 2  0.493  158.4
1987 01 06  0.021  0.482 2  0.483  155.2
1987 01 07 -0.028  0.472 3  0.473  152.0
1987 01 08 -0.079  0.458 3  0.464  149.0
1987 01 09 -0.130  0.440 3  0.459  146.7
1987 01 10 -0.180  0.421 3  0.458  145.4
1987 01 11 -0.229  0.399 3  0.460  145.0
1987 01 12 -0.275  0.376 3  0.466  145.8
1987 01 13 -0.319  0.353 3  0.476  147.5
1987 01 14 -0.358  0.331 4  0.487  149.9
1987 01 15 -0.393  0.309 4  0.500  152.7
1987 01 16 -0.423  0.289 4  0.513  155.7
1987 01 17 -0.449  0.271 4  0.525  158.6
1987 01 18 -0.471  0.254 4  0.535  161.2
1987 01 19 -0.487  0.240 4  0.543  163.2
1987 01 20 -0.500  0.227 4  0.549  164.5
1987 01 21 -0.508  0.216 4  0.552  165.2
1987 01 22 -0.512  0.205 4  0.552  165.0
1987 01 23 -0.513  0.195 4  0.549  164.0
1987 01 24 -0.511  0.183 4  0.543  162.0
1987 01 25 -0.506  0.170 4  0.534  159.0
1987 01 26 -0.498  0.153 4  0.521  155.0
1987 01 27 -0.486  0.134 4  0.504  149.9
1987 01 28 -0.472  0.109 4  0.484  143.7
1987 01 29 -0.454  0.080 4  0.461  136.5
1987 01 30 -0.433  0.045 4  0.435  128.5
1987 01 31 -0.408  0.005 4  0.408  120.3
1987 02 01 -0.378 -0.041 5  0.381  112.5
1987 02 02 -0.345 -0.092 5  0.357  106.1
1987 02 03 -0.308 -0.148 5  0.342  102.7
1987 02 04 -0.268 -0.207 5  0.338  103.3
1987 02 05 -0.224 -0.269 6  0.350  108.7
1987 02 06 -0.177 -0.332 6  0.376  118.8
1987 02 07 -0.129 -0.394 6  0.415  132.4
1987 02 08 -0.080 -0.456 6  0.463  148.4
1987 02 09 -0.031 -0.514 6  0.515  165.6
1987 02 10  0.017 -0.568 7  0.568  182.8
1987 02 11  0.062 -0.617 7  0.620  199.1
1987 02 12  0.104 -0.658 7  0.667  213.9
1987 02 13  0.141 -0.693 7  0.707  226.6
1987 02 14  0.173 -0.719 7  0.739  236.8
1987 02 15  0.200 -0.736 7  0.763  244.0
1987 02 16  0.220 -0.745 7  0.777  248.2
1987 02 17  0.234 -0.745 7  0.781  249.2
1987 02 18  0.243 -0.735 7  0.775  247.1
1987 02 19  0.247 -0.718 7  0.759  242.0
1987 02 20  0.246 -0.692 7  0.735  234.1
1987 02 21  0.243 -0.659 7  0.702  223.6
1987 02 22  0.238 -0.618 7  0.662  210.9
1987 02 23  0.232 -0.572 7  0.617  196.1
1987 02 24  0.226 -0.519 7  0.566  179.8
1987 02 25  0.222 -0.461 7  0.512  162.2
1987 02 26  0.220 -0.399 7  0.456  143.9
1987 02 27  0.221 -0.333 7  0.400  125.5
1987 02 28  0.226 -0.264 7  0.348  108.0
1987 03 01  0.234 -0.192 8  0.303   92.7
1987 03 02  0.246 -0.119 8  0.273   81.9
1987 03 03  0.260 -0.044 8  0.263   78.0
1987 03 04  0.276  0.031 1  0.278   82.1
1987 03 05  0.293  0.106 1  0.312   93.1
1987 03 06  0.311  0.180 1  0.359  108.4
1987 03 07  0.327  0.251 1  0.412  125.7
1987 03 08  0.340  0.319 1  0.466  143.5
1987 03 09  0.350  0.383 2  0.519  160.7
1987 03 10  0.354  0.442 2  0.567  176.6
1987 03 11  0.353  0.496 2  0.609  190.6
1987 03 12  0.346  0.543 2  0.644  202.2
1987 03 13  0.331  0.582 2  0.670  211.2
1987 03 14  0.309  0.614 2  0.687  217.4
1987 03 15  0.280  0.636 2  0.695  220.6
1987 03 16  0.244  0.649 2  0.693  220.8
1987 03 17  0.201  0.653 2  0.683  218.0
1987 03 18  0.152  0.646 2  0.664  212.5
1987 03 19  0.099  0.629 2  0.637  204.5
1987 03 20  0.043  0.603 2  0.604  194.2
1987 03 21 -0.016  0.566 3  0.566  182.0
1987 03 22 -0.075  0.520 3  0.525  168.6
1987 03 23 -0.133  0.465 3  0.483  154.5
1987 03 24 -0.188  0.401 3  0.443  140.5
1987 03 25 -0.239  0.331 3  0.408  127.7
1987 03 26 -0.285  0.254 4  0.382  117.2
1987 03 27 -0.324  0.171 4  0.367  110.5
1987 03 28 -0.356  0.085 4  0.366  108.5
1987 03 29 -0.378 -0.003 5  0.378  111.5
1987 03 30 -0.390 -0.092 5  0.401  118.8
1987 03 31 -0.391 -0.181 5  0.431  129.3
1987 04 01 -0.382 -0.266 5  0.466  141.5
1987 04 02 -0.362 -0.346 5  0.501  154.3
1987 04 03 -0.330 -0.420 6  0.534  166.6
1987 04 04 -0.288 -0.485 6  0.564  177.7
1987 04 05 -0.236 -0.540 6  0.589  187.0
1987 04 06 -0.174 -0.582 6  0.608  194.1
1987 04 07 -0.105 -0.611 6  0.620  198.8
1987 04 08 -0.029 -0.624 6  0.624  200.8
1987 04 09  0.052 -0.621 7  0.623  200.2
1987 04 10  0.135 -0.601 7  0.616  197.2
1987 04 11  0.219 -0.563 7  0.604  192.3
1987 04 12  0.300 -0.508 7  0.591  186.0
1987 04 13  0.377 -0.437 7  0.578  179.4
1987 04 14  0.447 -0.351 8  0.568  173.6
1987 04 15  0.508 -0.250 8  0.566  170.1
1987 04 16  0.556 -0.138 8  0.573  170.1
1987 04 17  0.590 -0.017 8  0.591  174.4
1987 04 18  0.609  0.111 1  0.619  183.2
1987 04 19  0.609  0.241 1  0.655  195.9
1987 04 20  0.591  0.371 1  0.698  211.4
1987 04 21  0.554  0.496 1  0.744  228.4
1987 04 22  0.498  0.613 2  0.790  245.8
1987 04 23  0.424  0.717 2  0.833  262.4
1987 04 24  0.332  0.806 2  0.872  277.2
1987 04 25  0.225  0.877 2  0.905  289.7
1987 04 26  0.106  0.926 2  0.932  299.4
1987 04 27 -0.023  0.951 3  0.951  305.9
1987 04 28 -0.156  0.951 3  0.964  309.3
1987 04 29 -0.291  0.925 3  0.970  309.8
1987 04 30 -0.422  0.874 3  0.971  307.5
1987 05 01 -0.545  0.798 3  0.966  302.9
1987 05 02 -0.655  0.699 3  0.958  296.6
1987 05 03 -0.748  0.580 4  0.946  289.0
1987 05 04 -0.818  0.445 4  0.931  280.7
1987 05 05 -0.863  0.298 4  0.913  272.1
1987 05 06 -0.879  0.143 4  0.890  263.5
1987 05 07 -0.864 -0.013 5  0.864  255.1
1987 05 08 -0.818 -0.165 5  0.834  247.2
1987 05 09 -0.740 -0.307 5  0.801  239.8
1987 05 10 -0.633 -0.434 5  0.767  233.2
1987 05 11 -0.498 -0.542 6  0.735  227.8
1987 05 12 -0.339 -0.624 6  0.711  224.4
1987 05 13 -0.162 -0.679 6  0.698  223.6
1987 05 14  0.027 -0.704 7  0.704  226.4
1987 05 15  0.221 -0.696 7  0.730  233.1
1987 05 16  0.414 -0.656 7  0.776  243.9
1987 05 17  0.597 -0.586 8  0.836  258.0
1987 05 18  0.763 -0.488 8  0.905  274.4
1987 05 19  0.905 -0.365 8  0.976  291.7
1987 05 20  1.016 -0.223 8  1.040  308.4
1987 05 21  1.092 -0.068 8  1.094  323.1
1987 05 22  1.129  0.094 1  1.133  334.6
1987 05 23  1.124  0.256 1  1.152  341.7
1987 05 24  1.076  0.411 1  1.152  344.0
1987 05 25  0.987  0.552 1  1.130  341.0
1987 05 26  0.859  0.672 1  1.090  333.0
1987 05 27  0.697  0.765 2  1.035  320.7
1987 05 28  0.507  0.828 2  0.971  305.3
1987 05 29  0.296  0.856 2  0.906  288.9
1987 05 30  0.073  0.849 2  0.852  273.7
1987 05 31 -0.154  0.805 3  0.819  262.8
1987 06 01 -0.375  0.727 3  0.818  258.6
1987 06 02 -0.583  0.617 3  0.848  262.5
1987 06 03 -0.768  0.479 4  0.905  274.1
1987 06 04 -0.924  0.321 4  0.978  291.5
1987 06 05 -1.044  0.148 4  1.054  311.7
1987 06 06 -1.124 -0.032 5  1.125  332.1
1987 06 07 -1.163 -0.212 5  1.182  350.0
1987 06 08 -1.159 -0.383 5  1.221  363.6
1987 06 09 -1.114 -0.537 5  1.237  371.4
1987 06 10 -1.031 -0.668 5  1.229  372.6
1987 06 11 -0.915 -0.771 5  1.197  366.7
1987 06 12 -0.773 -0.840 6  1.142  353.7
1987 06 13 -0.613 -0.873 6  1.067  334.0
1987 06 14 -0.441 -0.869 6  0.975  308.3
1987 06 15 -0.269 -0.827 6  0.870  277.7
1987 06 16 -0.103 -0.751 6  0.758  243.5
1987 06 17  0.047 -0.644 7  0.646  207.7
1987 06 18  0.175 -0.512 7  0.541  172.5
1987 06 19  0.273 -0.361 7  0.453  141.4
1987 06 20  0.339 -0.199 8  0.393  118.7
1987 06 21  0.368 -0.033 8  0.369  109.1
1987 06 22  0.360  0.126 1  0.382  113.8
1987 06 23  0.316  0.273 1  0.417  128.0
1987 06 24  0.239  0.398 2  0.464  146.1
1987 06 25  0.133  0.495 2  0.513  164.0
1987 06 26  0.004  0.559 2  0.559  179.8
1987 06 27 -0.140  0.585 3  0.602  192.7
1987 06 28 -0.292  0.572 3  0.642  203.1
1987 06 29 -0.442  0.518 3  0.681  211.7
1987 06 30 -0.583  0.425 4  0.722  219.8
1987 07 01 -0.707  0.296 4  0.766  229.3
1987 07 02 -0.805  0.136 4  0.816  241.6
1987 07 03 -0.873 -0.051 5  0.874  258.1
1987 07 04 -0.905 -0.256 5  0.940  279.4
1987 07 05 -0.898 -0.471 5  1.014  305.3
1987 07 06 -0.851 -0.689 5  1.095  334.9
1987 07 07 -0.764 -0.900 6  1.181  366.9
1987 07 08 -0.639 -1.097 6  1.270  400.0
1987 07 09 -0.480 -1.271 6  1.359  432.6
1987 07 10 -0.293 -1.416 6  1.446  463.4
1987 07 11 -0.083 -1.525 6  1.527  490.9
1987 07 12  0.142 -1.594 7  1.600  514.3
1987 07 13  0.375 -1.620 7  1.663  532.6
1987 07 14  0.607 -1.602 7  1.713  545.4
1987 07 15  0.831 -1.539 7  1.749  552.4
1987 07 16  1.040 -1.433 7  1.771  553.7
1987 07 17  1.227 -1.287 7  1.778  550.0
1987 07 18  1.387 -1.105 8  1.773  542.1
1987 07 19  1.515 -0.892 8  1.758  531.2
1987 07 20  1.608 -0.654 8  1.736  519.1
1987 07 21  1.664 -0.399 8  1.711  507.5
1987 07 22  1.683 -0.132 8  1.688  498.5
1987 07 23  1.665  0.140 1  1.671  493.5
1987 07 24  1.613  0.408 1  1.664  493.8
1987 07 25  1.529  0.668 1  1.668  499.7
1987 07 26  1.416  0.912 1  1.685  510.7
1987 07 27  1.279  1.137 1  1.711  525.5
1987 07 28  1.122  1.336 2  1.745  542.6
1987 07 29  0.950  1.507 2  1.782  560.1
1987 07 30  0.767  1.648 2  1.818  576.2
1987 07 31  0.578  1.755 2  1.848  589.6
1987 08 01  0.386  1.829 2  1.869  599.1
1987 08 02  0.195  1.869 2  1.879  603.8
1987 08 03  0.008  1.876 2  1.876  603.3
1987 08 04 -0.172  1.852 3  1.859  597.6
1987 08 05 -0.343  1.797 3  1.830  586.7
1987 08 06 -0.504  1.716 3  1.788  571.4
1987 08 07 -0.653  1.609 3  1.737  552.3
1987 08 08 -0.791  1.482 3  1.679  530.5
1987 08 09 -0.915  1.335 3  1.619  507.3
1987 08 10 -1.026  1.174 3  1.559  484.0
1987 08 11 -1.124  1.001 4  1.505  462.2
1987 08 12 -1.209  0.818 4  1.460  443.3
1987 08 13 -1.279  0.630 4  1.426  428.6
1987 08 14 -1.336  0.439 4  1.407  419.0
1987 08 15 -1.379  0.248 4  1.401  414.7
1987 08 16 -1.407  0.058 4  1.408  415.7
1987 08 17 -1.420 -0.127 5  1.426  421.1
1987 08 18 -1.417 -0.307 5  1.450  429.8
1987 08 19 -1.398 -0.479 5  1.478  440.4
1987 08 20 -1.362 -0.641 5  1.506  451.9
1987 08 21 -1.309 -0.793 5  1.531  463.0
1987 08 22 -1.239 -0.933 5  1.551  473.1
1987 08 23 -1.151 -1.061 5  1.565  481.4
1987 08 24 -1.045 -1.175 6  1.572  487.7
1987 08 25 -0.923 -1.274 6  1.573  492.0
1987 08 26 -0.785 -1.358 6  1.568  494.3
1987 08 27 -0.633 -1.425 6  1.559  494.9
1987 08 28 -0.467 -1.476 6  1.548  494.3
1987 08 29 -0.292 -1.509 6  1.537  492.9
1987 08 30 -0.108 -1.524 6  1.528  491.3
1987 08 31  0.082 -1.521 7  1.523  489.8
1987 09 01  0.273 -1.499 7  1.524  488.7
1987 09 02  0.463 -1.458 7  1.530  488.3
1987 09 03  0.648 -1.398 7  1.541  488.5
1987 09 04  0.825 -1.319 7  1.556  489.1
1987 09 05  0.990 -1.222 7  1.573  489.8
1987 09 06  1.140 -1.108 8  1.590  490.0
1987 09 07  1.271 -0.978 8  1.604  489.5
1987 09 08  1.380 -0.834 8  1.613  487.8
1987 09 09  1.467 -0.677 8  1.615  484.5
1987 09 10  1.527 -0.510 8  1.610  479.6
1987 09 11  1.560 -0.336 8  1.596  473.0
1987 09 12  1.566 -0.157 8  1.573  464.8
1987 09 13  1.543  0.024 1  1.543  455.5
1987 09 14  1.493  0.203 1  1.507  445.4
1987 09 15  1.416  0.376 1  1.466  435.2
1987 09 16  1.315  0.541 1  1.423  425.5
1987 09 17  1.192  0.695 1  1.380  416.9
1987 09 18  1.050  0.834 1  1.341  409.8
1987 09 19  0.891  0.956 2  1.307  404.5
1987 09 20  0.720  1.058 2  1.280  401.1
1987 09 21  0.540  1.139 2  1.260  399.3
1987 09 22  0.355  1.196 2  1.248  398.7
1987 09 23  0.169  1.230 2  1.242  398.8
1987 09 24 -0.013  1.240 3  1.240  398.8
1987 09 25 -0.190  1.226 3  1.241  398.3
1987 09 26 -0.356  1.189 3  1.241  396.6
1987 09 27 -0.510  1.130 3  1.240  393.5
1987 09 28 -0.648  1.052 3  1.235  388.6
1987 09 29 -0.768  0.955 3  1.226  381.8
1987 09 30 -0.869  0.843 4  1.211  373.4
1987 10 01 -0.949  0.719 4  1.191  363.3
1987 10 02 -1.007  0.586 4  1.165  351.9
1987 10 03 -1.043  0.446 4  1.134  339.6
1987 10 04 -1.057  0.303 4  1.099  326.8
1987 10 05 -1.049  0.160 4  1.061  313.8
1987 10 06 -1.019  0.020 4  1.020  301.0
1987 10 07 -0.970 -0.114 5  0.977  288.7
1987 10 08 -0.902 -0.239 5  0.933  277.2
1987 10 09 -0.817 -0.353 5  0.890  266.6
1987 10 10 -0.718 -0.453 5  0.849  257.1
1987 10 11 -0.605 -0.539 5  0.810  248.7
1987 10 12 -0.481 -0.607 6  0.774  241.3
1987 10 13 -0.349 -0.657 6  0.744  235.1
1987 10 14 -0.212 -0.688 6  0.720  229.8
1987 10 15 -0.073 -0.698 6  0.702  225.6
1987 10 16  0.067 -0.689 7  0.692  222.4
1987 10 17  0.203 -0.659 7  0.690  220.4
1987 10 18  0.333 -0.610 7  0.695  219.4
1987 10 19  0.454 -0.541 7  0.707  219.7
1987 10 20  0.562 -0.455 8  0.723  221.2
1987 10 21  0.655 -0.352 8  0.744  224.1
1987 10 22  0.730 -0.234 8  0.767  228.3
1987 10 23  0.785 -0.104 8  0.792  234.0
1987 10 24  0.817  0.035 1  0.817  241.3
1987 10 25  0.824  0.181 1  0.844  250.1
1987 10 26  0.806  0.330 1  0.871  260.5
1987 10 27  0.762  0.478 1  0.899  272.4
1987 10 28  0.691  0.622 1  0.930  285.7
1987 10 29  0.596  0.757 2  0.963  300.2
1987 10 30  0.476  0.879 2  0.999  315.6
1987 10 31  0.336  0.984 2  1.039  331.4
1987 11 01  0.177  1.068 2  1.082  347.3
1987 11 02  0.004  1.127 2  1.127  362.5
1987 11 03 -0.179  1.159 3  1.173  376.5
1987 11 04 -0.366  1.161 3  1.218  388.8
1987 11 05 -0.552  1.132 3  1.259  398.8
1987 11 06 -0.731  1.070 3  1.296  406.0
1987 11 07 -0.896  0.975 3  1.325  410.3
